food_type,vehicle_type,time_of_day,travel_hours,ambient_temp_c,humidity_pct,container_temp_c,quantity,vehicle_compatible,temp_deviation,food_sensitivity,vehicle_efficiency,spoilage_probability,spoiled,risk_level
Vegetables,Frozen Container,night,6.43,18.61,90.11,-0.06,612,1,6.06,0.5,0.95,0.4256,0,Medium
Milk,Frozen Container,morning,28.3,42.69,42.38,4.37,517,1,1.37,0.8,0.95,0.609,1,High
Milk,Normal Truck,afternoon,11.12,33.54,49.39,31.86,264,0,28.86,0.8,0.0,0.8056,1,High
Eggs,Refrigerated Truck,afternoon,19.49,22.44,81.89,4.76,212,1,1.26,0.6,0.75,0.5156,1,Medium
Eggs,Refrigerated Truck,morning,8.44,27.77,90.07,4.74,771,1,1.24,0.6,0.75,0.4795,0,Medium
Vegetables,Frozen Container,night,12.87,28.4,90.1,-0.75,723,1,6.75,0.5,0.95,0.4152,0,Medium
Eggs,Normal Truck,morning,18.6,36.14,75.48,34.33,350,0,30.83,0.6,0.0,0.9947,1,High
Vegetables,Frozen Container,night,11.44,27.6,49.39,-2.84,247,1,8.84,0.5,0.95,0.4803,0,Medium
Milk,Refrigerated Truck,night,28.12,22.56,79.88,3.14,615,1,0.14,0.8,0.75,0.5813,1,Medium
Fish,Refrigerated Truck,afternoon,22.1,41.9,70.79,4.39,318,1,3.39,0.95,0.75,0.6418,1,High
Meat,Normal Truck,night,17.54,17.24,64.37,16.38,889,0,16.38,0.9,0.0,1.0,1,High
Fish,Refrigerated Truck,morning,12.13,27.47,77.82,3.93,489,1,2.93,0.95,0.75,0.5405,1,Medium
Milk,Refrigerated Truck,morning,28.63,39.64,51.32,3.78,315,1,0.78,0.8,0.75,0.5548,1,Medium
Dairy,Frozen Container,morning,9.11,25.08,71.4,4.86,446,1,0.86,0.7,0.95,0.326,0,Medium
Eggs,Normal Truck,morning,16.2,31.33,43.71,29.76,947,0,26.26,0.6,0.0,0.8519,1,High
Meat,Frozen Container,morning,13.51,34.1,73.34,3.02,272,1,3.02,0.9,0.95,0.5729,1,Medium
Meat,Normal Truck,afternoon,25.89,28.17,58.98,26.77,301,0,26.77,0.9,0.0,1.0,1,High
Fruits,Normal Truck,afternoon,7.9,31.68,49.01,30.09,711,0,22.59,0.4,0.0,0.6717,1,High
Vegetables,Refrigerated Truck,morning,27.11,39.27,86.67,3.52,230,1,2.48,0.5,0.75,0.5435,1,Medium
Vegetables,Frozen Container,night,10.54,21.73,66.07,-4.09,758,1,10.09,0.5,0.95,0.4261,0,Medium
Fish,Normal Truck,morning,4.12,22.15,44.49,21.04,922,0,20.04,0.95,0.0,0.9389,1,High
Fruits,Normal Truck,night,25.84,15.27,63.56,14.51,146,0,7.01,0.4,0.0,0.7749,1,High
Fruits,Refrigerated Truck,evening,5.98,22.8,61.5,5.82,985,1,1.68,0.4,0.75,0.3205,0,Medium
Meat,Refrigerated Truck,afternoon,12.83,41.84,62.3,7.45,123,1,7.45,0.9,0.75,0.5992,1,Medium
Fruits,Frozen Container,afternoon,24.19,22.35,60.97,-2.02,978,1,9.52,0.4,0.95,0.5604,1,Medium
Vegetables,Normal Truck,afternoon,22.55,33.04,70.48,31.39,882,0,25.39,0.5,0.0,0.9348,1,High
Fruits,Normal Truck,night,13.8,21.66,54.99,20.58,215,0,13.08,0.4,0.0,0.6897,1,High
Meat,Normal Truck,evening,6.37,29.53,77.03,28.06,884,0,28.06,0.9,0.0,0.9582,1,High
Dairy,Normal Truck,morning,24.5,33.48,73.69,31.8,109,0,27.8,0.7,0.0,1.0,1,High
Fish,Refrigerated Truck,evening,25.49,24.6,50.2,7.04,646,1,6.04,0.95,0.75,0.6917,1,High
Eggs,Refrigerated Truck,evening,21.55,16.51,94.13,2.39,321,1,1.11,0.6,0.75,0.4909,0,Medium
Dairy,Refrigerated Truck,morning,27.06,32.03,69.15,5.28,810,1,1.28,0.7,0.75,0.5634,1,Medium
Milk,Refrigerated Truck,evening,25.34,26.08,58.92,3.36,911,1,0.36,0.8,0.75,0.5542,1,Medium
Meat,Frozen Container,evening,15.04,22.58,47.39,4.38,179,1,4.38,0.9,0.95,0.5387,1,Medium
Milk,Refrigerated Truck,evening,29.22,15.12,92.01,6.0,909,1,3.0,0.8,0.75,0.6387,1,High
Meat,Frozen Container,night,20.32,28.23,47.67,-1.96,934,1,1.96,0.9,0.95,0.5162,1,Medium
Fish,Normal Truck,evening,20.26,16.79,71.55,15.95,407,0,14.95,0.95,0.0,1.0,1,High
Fruits,Refrigerated Truck,evening,10.92,28.94,80.84,4.6,565,1,2.9,0.4,0.75,0.451,0,Medium
Fish,Frozen Container,morning,18.78,30.94,51.72,0.97,444,1,0.03,0.95,0.95,0.5083,1,Medium
Vegetables,Frozen Container,morning,12.74,36.91,76.73,-4.23,465,1,10.23,0.5,0.95,0.5483,1,Medium
Meat,Refrigerated Truck,evening,18.0,16.35,49.62,2.56,905,1,2.56,0.9,0.75,0.5381,1,Medium
Meat,Frozen Container,morning,24.35,35.65,57.92,-0.42,529,1,0.42,0.9,0.95,0.5833,1,Medium
Fish,Frozen Container,evening,11.19,17.04,66.49,3.25,403,1,2.25,0.95,0.95,0.507,1,Medium
Milk,Normal Truck,afternoon,16.41,40.41,92.36,38.39,530,0,35.39,0.8,0.0,1.0,1,High
Fruits,Refrigerated Truck,afternoon,25.04,18.74,80.33,3.84,493,1,3.66,0.4,0.75,0.4794,0,Medium
Vegetables,Refrigerated Truck,morning,3.16,29.94,85.0,4.64,975,1,1.36,0.5,0.75,0.2671,0,Low
Milk,Refrigerated Truck,afternoon,29.53,30.56,80.52,7.96,141,1,4.96,0.8,0.75,0.603,1,High
Fruits,Normal Truck,evening,28.16,28.62,84.8,27.19,935,0,19.69,0.4,0.0,0.9097,1,High
Eggs,Refrigerated Truck,morning,10.05,27.09,43.65,5.34,482,1,1.84,0.6,0.75,0.349,0,Medium
Eggs,Refrigerated Truck,night,22.05,20.6,56.25,5.85,541,1,2.35,0.6,0.75,0.5767,1,Medium
Eggs,Frozen Container,afternoon,9.86,32.15,83.41,-3.38,114,1,6.88,0.6,0.95,0.5287,1,Medium
Dairy,Normal Truck,afternoon,20.56,29.43,46.9,27.96,205,0,23.96,0.7,0.0,0.9987,1,High
Fruits,Frozen Container,morning,20.16,33.78,89.86,-1.81,56,1,9.31,0.4,0.95,0.4892,0,Medium
Fish,Frozen Container,evening,7.67,18.65,83.1,-0.47,378,1,1.47,0.95,0.95,0.5262,1,Medium
Dairy,Refrigerated Truck,afternoon,24.68,21.24,75.95,7.18,129,1,3.18,0.7,0.75,0.6642,1,High
Fish,Frozen Container,night,9.07,24.73,81.93,0.03,986,1,0.97,0.95,0.95,0.4901,0,Medium
Eggs,Normal Truck,afternoon,28.19,37.66,56.59,35.78,800,0,32.28,0.6,0.0,0.8918,1,High
Dairy,Refrigerated Truck,morning,2.86,42.66,44.05,6.38,202,1,2.38,0.7,0.75,0.346,0,Medium
Fish,Frozen Container,afternoon,29.38,18.4,57.9,3.38,195,1,2.38,0.95,0.95,0.6753,1,High
Fruits,Frozen Container,evening,22.97,18.16,47.93,1.69,992,1,5.81,0.4,0.95,0.4843,0,Medium
Dairy,Refrigerated Truck,morning,13.97,43.55,54.35,5.88,445,1,1.88,0.7,0.75,0.4109,0,Medium
Vegetables,Normal Truck,evening,13.53,20.48,49.49,19.46,284,0,13.46,0.5,0.0,0.7632,1,High
Milk,Normal Truck,morning,5.67,35.48,78.86,33.71,863,0,30.71,0.8,0.0,0.9071,1,High
Vegetables,Normal Truck,evening,5.3,15.78,69.27,14.99,686,0,8.99,0.5,0.0,0.6592,1,High
Milk,Frozen Container,night,29.6,17.07,43.21,-4.92,339,1,7.92,0.8,0.95,0.6476,1,High
Eggs,Frozen Container,morning,3.43,42.02,65.89,-3.48,167,1,6.98,0.6,0.95,0.4137,0,Medium
Eggs,Refrigerated Truck,morning,20.84,32.49,49.49,2.27,813,1,1.23,0.6,0.75,0.4249,0,Medium
Vegetables,Refrigerated Truck,morning,6.72,30.2,94.72,3.52,304,1,2.48,0.5,0.75,0.3446,0,Medium
Fish,Normal Truck,afternoon,28.09,20.91,70.7,19.87,311,0,18.87,0.95,0.0,1.0,1,High
Dairy,Normal Truck,morning,17.06,41.55,84.09,39.47,929,0,35.47,0.7,0.0,0.995,1,High
Meat,Frozen Container,evening,8.66,29.06,62.3,0.48,106,1,0.48,0.9,0.95,0.4124,0,Medium
Dairy,Frozen Container,night,22.6,19.34,77.73,-1.4,741,1,5.4,0.7,0.95,0.5308,1,Medium
Fruits,Normal Truck,afternoon,23.48,34.51,88.11,32.79,356,0,25.29,0.4,0.0,0.9361,1,High
Dairy,Frozen Container,afternoon,24.43,33.19,86.45,4.1,874,1,0.1,0.7,0.95,0.5454,1,Medium
Fruits,Frozen Container,night,18.92,29.91,49.98,4.38,146,1,3.12,0.4,0.95,0.3165,0,Medium
Meat,Refrigerated Truck,afternoon,11.74,38.58,43.28,2.07,807,1,2.07,0.9,0.75,0.4608,0,Medium
Fruits,Refrigerated Truck,evening,5.05,23.14,45.33,3.61,699,1,3.89,0.4,0.75,0.3154,0,Medium
Fish,Frozen Container,night,5.62,21.01,59.35,0.66,493,1,0.34,0.95,0.95,0.3939,0,Medium
Meat,Normal Truck,morning,23.58,34.87,78.04,33.13,286,0,33.13,0.9,0.0,1.0,1,High
Fruits,Normal Truck,night,11.82,23.62,79.61,22.44,800,0,14.94,0.4,0.0,0.7324,1,High
Fruits,Frozen Container,night,7.99,24.74,94.04,3.94,426,1,3.56,0.4,0.95,0.3564,0,Medium
Fish,Normal Truck,morning,11.49,20.66,49.82,19.63,303,0,18.63,0.95,0.0,0.9756,1,High
Dairy,Normal Truck,night,7.08,29.55,56.15,28.07,473,0,24.07,0.7,0.0,0.8663,1,High
Fruits,Refrigerated Truck,evening,8.15,15.15,67.94,5.56,746,1,1.94,0.4,0.75,0.3821,0,Medium
Eggs,Frozen Container,afternoon,21.9,28.41,90.2,-1.52,274,1,5.02,0.6,0.95,0.5363,1,Medium
Meat,Refrigerated Truck,afternoon,18.63,33.72,84.0,3.1,294,1,3.1,0.9,0.75,0.5947,1,Medium
Eggs,Normal Truck,evening,28.99,24.8,83.06,23.56,492,0,20.06,0.6,0.0,0.9841,1,High
Meat,Normal Truck,afternoon,9.19,24.92,72.07,23.68,793,0,23.68,0.9,0.0,1.0,1,High
Vegetables,Normal Truck,morning,3.05,23.83,55.66,22.64,77,0,16.64,0.5,0.0,0.7753,1,High
Fish,Refrigerated Truck,night,25.69,21.25,90.3,7.19,959,1,6.19,0.95,0.75,0.7037,1,High
Milk,Frozen Container,night,5.12,25.76,49.86,2.48,166,1,0.52,0.8,0.95,0.3494,0,Medium
Eggs,Frozen Container,afternoon,3.43,18.12,88.51,3.79,331,1,0.29,0.6,0.95,0.2776,0,Low
Meat,Frozen Container,afternoon,18.99,18.93,47.87,4.37,340,1,4.37,0.9,0.95,0.5965,1,Medium
Dairy,Refrigerated Truck,morning,3.25,39.52,73.28,4.51,92,1,0.51,0.7,0.75,0.2459,0,Low
Meat,Frozen Container,morning,19.71,42.9,68.21,-1.61,575,1,1.61,0.9,0.95,0.558,1,Medium
Vegetables,Normal Truck,evening,22.3,24.91,50.54,23.66,236,0,17.66,0.5,0.0,0.8792,1,High
Milk,Frozen Container,night,3.51,28.62,87.9,-3.61,443,1,6.61,0.8,0.95,0.4408,0,Medium
Milk,Frozen Container,night,17.65,24.01,57.36,0.53,711,1,2.47,0.8,0.95,0.5627,1,Medium
Eggs,Frozen Container,morning,8.15,21.94,74.74,4.2,157,1,0.7,0.6,0.95,0.3983,0,Medium
Meat,Refrigerated Truck,evening,10.62,24.39,49.61,4.54,834,1,4.54,0.9,0.75,0.5526,1,Medium
Dairy,Normal Truck,night,20.54,19.84,92.99,18.85,491,0,14.85,0.7,0.0,0.9306,1,High
Fruits,Refrigerated Truck,afternoon,26.12,19.72,73.18,5.18,858,1,2.32,0.4,0.75,0.5216,1,Medium
Fruits,Refrigerated Truck,evening,28.13,25.13,41.56,7.27,841,1,0.23,0.4,0.75,0.455,0,Medium
Fruits,Normal Truck,night,5.56,24.21,84.57,23.0,265,0,15.5,0.4,0.0,0.6813,1,High
Meat,Frozen Container,night,25.07,17.43,50.83,1.7,399,1,1.7,0.9,0.95,0.6306,1,High
Vegetables,Refrigerated Truck,morning,25.18,28.43,59.17,2.61,274,1,3.39,0.5,0.75,0.5801,1,Medium
Meat,Refrigerated Truck,morning,9.5,44.51,40.85,7.39,858,1,7.39,0.9,0.75,0.562,1,Medium
Fish,Refrigerated Truck,morning,26.07,28.18,58.12,5.75,178,1,4.75,0.95,0.75,0.7337,1,High
Dairy,Refrigerated Truck,evening,17.14,18.45,47.53,5.96,139,1,1.96,0.7,0.75,0.5814,1,Medium
Dairy,Frozen Container,morning,8.11,35.75,56.58,4.93,299,1,0.93,0.7,0.95,0.4079,0,Medium
Milk,Refrigerated Truck,evening,26.81,26.5,85.63,7.61,606,1,4.61,0.8,0.75,0.5531,1,Medium
Vegetables,Normal Truck,morning,23.99,21.26,77.33,20.2,742,0,14.2,0.5,0.0,0.9777,1,High
Dairy,Normal Truck,afternoon,12.61,39.47,77.91,37.5,443,0,33.5,0.7,0.0,0.9461,1,High
Dairy,Refrigerated Truck,afternoon,5.13,39.49,71.04,5.7,251,1,1.7,0.7,0.75,0.3545,0,Medium
Dairy,Refrigerated Truck,night,4.4,17.13,68.19,4.79,183,1,0.79,0.7,0.75,0.4339,0,Medium
Meat,Frozen Container,morning,27.01,33.11,41.22,0.73,325,1,0.73,0.9,0.95,0.5669,1,Medium
Vegetables,Frozen Container,evening,17.39,23.42,41.23,-4.71,331,1,10.71,0.5,0.95,0.5505,1,Medium
Meat,Frozen Container,morning,10.0,21.79,47.56,-1.47,265,1,1.47,0.9,0.95,0.4753,0,Medium
Meat,Normal Truck,evening,16.66,27.9,74.75,26.5,423,0,26.5,0.9,0.0,1.0,1,High
Fish,Normal Truck,morning,11.77,43.62,44.29,41.44,114,0,40.44,0.95,0.0,0.9348,1,High
Vegetables,Frozen Container,night,28.1,16.51,64.25,4.64,964,1,1.36,0.5,0.95,0.4572,0,Medium
Meat,Refrigerated Truck,night,21.59,22.09,89.92,5.25,500,1,5.25,0.9,0.75,0.7114,1,High
Milk,Frozen Container,afternoon,10.88,20.49,63.79,-3.05,761,1,6.05,0.8,0.95,0.5371,1,Medium
Meat,Frozen Container,morning,27.0,27.12,52.21,4.79,963,1,4.79,0.9,0.95,0.7055,1,High
Vegetables,Normal Truck,evening,21.57,15.3,68.58,14.54,740,0,8.54,0.5,0.0,0.789,1,High
Fruits,Normal Truck,morning,29.75,28.53,83.51,27.1,236,0,19.6,0.4,0.0,0.9604,1,High
Fish,Frozen Container,night,8.5,27.97,83.3,-3.07,334,1,4.07,0.95,0.95,0.5069,1,Medium
Meat,Normal Truck,morning,16.78,25.17,78.79,23.91,579,0,23.91,0.9,0.0,0.9598,1,High
Fish,Refrigerated Truck,afternoon,7.55,37.96,55.38,2.97,711,1,1.97,0.95,0.75,0.4809,0,Medium
Vegetables,Normal Truck,afternoon,29.84,27.65,74.49,26.27,586,0,20.27,0.5,0.0,1.0,1,High
Fruits,Normal Truck,evening,15.9,27.11,42.77,25.76,991,0,18.26,0.4,0.0,0.7255,1,High
Milk,Frozen Container,afternoon,2.29,41.47,46.61,-2.89,652,1,5.89,0.8,0.95,0.337,0,Medium
Meat,Refrigerated Truck,night,22.57,28.62,83.23,5.71,794,1,5.71,0.9,0.75,0.6418,1,High
Milk,Refrigerated Truck,morning,8.64,21.01,46.62,5.25,238,1,2.25,0.8,0.75,0.3822,0,Medium
Vegetables,Refrigerated Truck,morning,13.96,38.74,92.53,3.53,204,1,2.47,0.5,0.75,0.4246,0,Medium
Milk,Refrigerated Truck,morning,24.6,23.65,48.6,3.55,586,1,0.55,0.8,0.75,0.5549,1,Medium
Fruits,Refrigerated Truck,night,20.13,21.68,64.98,7.32,852,1,0.18,0.4,0.75,0.4422,0,Medium
Eggs,Normal Truck,afternoon,16.92,23.9,68.28,22.71,727,0,19.21,0.6,0.0,0.9366,1,High
Milk,Frozen Container,morning,17.96,28.46,89.43,-1.44,315,1,4.44,0.8,0.95,0.5816,1,Medium
Meat,Normal Truck,morning,5.55,18.06,49.84,17.16,184,0,17.16,0.9,0.0,0.7951,1,High
Meat,Refrigerated Truck,night,8.92,26.69,77.2,6.86,728,1,6.86,0.9,0.75,0.476,0,Medium
Fish,Frozen Container,night,21.67,25.17,70.13,0.73,59,1,0.27,0.95,0.95,0.6162,1,High
Milk,Refrigerated Truck,afternoon,6.25,29.6,78.59,6.56,765,1,3.56,0.8,0.75,0.5045,1,Medium
Dairy,Refrigerated Truck,afternoon,20.54,27.92,91.95,5.62,973,1,1.62,0.7,0.75,0.5759,1,Medium
Meat,Normal Truck,morning,7.64,36.01,87.68,34.21,728,0,34.21,0.9,0.0,0.9464,1,High
Meat,Refrigerated Truck,afternoon,3.61,21.2,65.3,4.23,749,1,4.23,0.9,0.75,0.4326,0,Medium
Vegetables,Refrigerated Truck,afternoon,4.96,33.84,46.81,5.24,640,1,0.76,0.5,0.75,0.2851,0,Low
Vegetables,Normal Truck,evening,25.6,16.59,50.9,15.76,512,0,9.76,0.5,0.0,0.843,1,High
Vegetables,Refrigerated Truck,morning,7.31,18.99,78.4,5.83,101,1,0.17,0.5,0.75,0.4222,0,Medium
Milk,Refrigerated Truck,evening,18.86,19.71,75.09,4.99,991,1,1.99,0.8,0.75,0.512,1,Medium
Eggs,Frozen Container,night,17.38,23.02,90.62,-3.15,735,1,6.65,0.6,0.95,0.5424,1,Medium
Vegetables,Refrigerated Truck,morning,23.9,24.13,47.06,5.64,836,1,0.36,0.5,0.75,0.3928,0,Medium
Fruits,Refrigerated Truck,evening,3.78,29.47,40.0,5.23,483,1,2.27,0.4,0.75,0.3225,0,Medium
Eggs,Normal Truck,night,4.33,16.15,71.98,15.34,207,0,11.84,0.6,0.0,0.6661,1,High
Vegetables,Frozen Container,evening,22.58,19.62,65.35,5.0,589,1,1.0,0.5,0.95,0.4434,0,Medium
Fish,Normal Truck,night,10.35,21.74,79.81,20.65,332,0,19.65,0.95,0.0,0.9147,1,High
Meat,Refrigerated Truck,afternoon,9.21,25.65,94.94,7.98,506,1,7.98,0.9,0.75,0.5446,1,Medium
Meat,Refrigerated Truck,night,12.34,20.49,85.52,4.12,869,1,4.12,0.9,0.75,0.5849,1,Medium
Dairy,Normal Truck,night,12.47,20.19,53.47,19.18,420,0,15.18,0.7,0.0,0.843,1,High
Fish,Frozen Container,morning,16.12,23.86,54.66,0.51,559,1,0.49,0.95,0.95,0.5873,1,Medium
Fish,Frozen Container,morning,21.63,31.88,47.75,2.33,541,1,1.33,0.95,0.95,0.5969,1,Medium
Meat,Frozen Container,afternoon,5.56,39.41,94.94,-1.21,499,1,1.21,0.9,0.95,0.4421,0,Medium
Milk,Refrigerated Truck,morning,24.11,20.9,56.29,4.75,164,1,1.75,0.8,0.75,0.5466,1,Medium
Vegetables,Refrigerated Truck,afternoon,7.09,37.86,50.95,3.68,268,1,2.32,0.5,0.75,0.35,0,Medium
Milk,Frozen Container,afternoon,24.47,43.13,46.8,0.41,76,1,2.59,0.8,0.95,0.6564,1,High
Eggs,Normal Truck,evening,16.09,18.1,91.44,17.2,874,0,13.7,0.6,0.0,0.8539,1,High
Meat,Frozen Container,morning,5.06,23.18,74.68,1.48,142,1,1.48,0.9,0.95,0.3788,0,Medium
Dairy,Normal Truck,evening,7.36,23.38,67.54,22.21,717,0,18.21,0.7,0.0,0.8067,1,High
Milk,Normal Truck,morning,18.15,41.32,54.31,39.25,803,0,36.25,0.8,0.0,1.0,1,High
Dairy,Refrigerated Truck,evening,6.45,19.64,58.17,2.64,106,1,1.36,0.7,0.75,0.388,0,Medium
Fish,Normal Truck,evening,17.21,15.12,45.29,14.37,157,0,13.37,0.95,0.0,0.93,1,High
Eggs,Frozen Container,night,5.02,19.93,54.0,-1.67,107,1,5.17,0.6,0.95,0.2864,0,Low
Meat,Frozen Container,morning,10.82,33.32,56.38,1.2,157,1,1.2,0.9,0.95,0.4842,0,Medium
Meat,Refrigerated Truck,afternoon,7.9,21.72,81.93,3.64,951,1,3.64,0.9,0.75,0.5315,1,Medium
Milk,Refrigerated Truck,evening,25.33,24.57,88.87,2.37,179,1,0.63,0.8,0.75,0.6251,1,High
Vegetables,Normal Truck,morning,6.47,26.99,58.14,25.64,250,0,19.64,0.5,0.0,0.8397,1,High
Vegetables,Frozen Container,night,10.39,27.35,80.82,0.89,783,1,5.11,0.5,0.95,0.4489,0,Medium
Meat,Refrigerated Truck,afternoon,21.47,43.51,82.55,4.53,348,1,4.53,0.9,0.75,0.5943,1,Medium
Fish,Frozen Container,night,17.33,25.05,73.77,4.08,270,1,3.08,0.95,0.95,0.5916,1,Medium
Fish,Frozen Container,afternoon,7.75,44.62,84.01,-1.68,543,1,2.68,0.95,0.95,0.5404,1,Medium
Eggs,Refrigerated Truck,afternoon,20.96,39.29,55.9,4.69,536,1,1.19,0.6,0.75,0.5399,1,Medium
Fruits,Refrigerated Truck,afternoon,22.41,33.26,57.75,3.79,935,1,3.71,0.4,0.75,0.5119,1,Medium
Milk,Frozen Container,morning,7.22,22.59,84.25,-4.05,747,1,7.05,0.8,0.95,0.4847,0,Medium
Dairy,Frozen Container,evening,10.11,17.8,58.48,-2.38,836,1,6.38,0.7,0.95,0.4179,0,Medium
Fruits,Normal Truck,night,12.98,25.9,51.96,24.61,68,0,17.11,0.4,0.0,0.7733,1,High
Eggs,Refrigerated Truck,evening,24.92,24.35,92.67,2.36,647,1,1.14,0.6,0.75,0.5838,1,Medium
Eggs,Refrigerated Truck,night,18.75,26.83,48.72,7.11,270,1,3.61,0.6,0.75,0.4627,0,Medium
Fruits,Refrigerated Truck,afternoon,4.59,23.96,79.91,3.57,988,1,3.93,0.4,0.75,0.2826,0,Low
Vegetables,Normal Truck,evening,5.05,24.25,42.46,23.04,833,0,17.04,0.5,0.0,0.6519,1,High
Vegetables,Refrigerated Truck,afternoon,27.39,30.81,47.84,6.66,540,1,0.66,0.5,0.75,0.4487,0,Medium
Dairy,Frozen Container,evening,16.94,23.05,81.78,-4.66,899,1,8.66,0.7,0.95,0.6268,1,High
Milk,Frozen Container,afternoon,18.54,21.36,50.11,0.75,857,1,2.25,0.8,0.95,0.5174,1,Medium
Dairy,Frozen Container,night,26.51,26.53,86.36,-1.19,305,1,5.19,0.7,0.95,0.6684,1,High
Vegetables,Frozen Container,night,22.79,17.3,50.02,3.07,277,1,2.93,0.5,0.95,0.4988,0,Medium
Fish,Refrigerated Truck,morning,9.93,18.26,55.65,6.0,614,1,5.0,0.95,0.75,0.5075,1,Medium
Meat,Normal Truck,evening,12.73,15.7,78.72,14.91,385,0,14.91,0.9,0.0,0.8757,1,High
Dairy,Frozen Container,afternoon,27.59,32.89,64.47,-4.81,401,1,8.81,0.7,0.95,0.6243,1,High
Milk,Frozen Container,morning,4.99,38.37,48.43,-1.29,699,1,4.29,0.8,0.95,0.4149,0,Medium
Fruits,Normal Truck,evening,7.92,26.47,72.01,25.15,820,0,17.65,0.4,0.0,0.753,1,High
Fruits,Normal Truck,night,27.96,16.17,64.96,15.36,267,0,7.86,0.4,0.0,0.6984,1,High
Milk,Refrigerated Truck,night,17.24,28.11,77.18,4.98,348,1,1.98,0.8,0.75,0.5463,1,Medium
Vegetables,Refrigerated Truck,afternoon,28.25,37.02,69.91,3.93,915,1,2.07,0.5,0.75,0.5665,1,Medium
Dairy,Refrigerated Truck,evening,16.08,20.35,54.66,6.25,966,1,2.25,0.7,0.75,0.5162,1,Medium
Fish,Frozen Container,night,7.47,29.09,83.69,3.55,817,1,2.55,0.95,0.95,0.5161,1,Medium
Fish,Frozen Container,morning,19.5,37.08,60.49,3.18,880,1,2.18,0.95,0.95,0.5825,1,Medium
Fish,Normal Truck,morning,24.81,20.34,73.39,19.32,139,0,18.32,0.95,0.0,1.0,1,High
Fish,Normal Truck,morning,27.12,22.02,77.76,20.91,366,0,19.91,0.95,0.0,1.0,1,High
Meat,Frozen Container,afternoon,19.25,29.27,93.62,-2.05,440,1,2.05,0.9,0.95,0.629,1,High
Meat,Frozen Container,afternoon,4.72,43.58,62.88,-3.88,875,1,3.88,0.9,0.95,0.4331,0,Medium
Meat,Refrigerated Truck,evening,4.81,17.23,49.17,6.58,552,1,6.58,0.9,0.75,0.384,0,Medium
Meat,Refrigerated Truck,night,25.04,29.46,59.8,4.96,314,1,4.96,0.9,0.75,0.6971,1,High
Vegetables,Frozen Container,evening,6.13,16.84,50.36,0.6,853,1,5.4,0.5,0.95,0.3297,0,Medium
Eggs,Refrigerated Truck,morning,23.66,24.24,50.78,6.2,79,1,2.7,0.6,0.75,0.5,1,Medium
Milk,Refrigerated Truck,evening,22.48,21.91,46.93,2.43,839,1,0.57,0.8,0.75,0.5774,1,Medium
Fish,Frozen Container,evening,4.13,23.45,42.98,3.49,410,1,2.49,0.95,0.95,0.3785,0,Medium
Milk,Frozen Container,night,6.39,26.69,61.47,-3.43,652,1,6.43,0.8,0.95,0.4918,0,Medium
Eggs,Normal Truck,morning,26.71,20.21,60.37,19.2,732,0,15.7,0.6,0.0,0.9891,1,High
Fruits,Frozen Container,evening,5.31,28.35,65.1,0.97,920,1,6.53,0.4,0.95,0.3128,0,Medium
Milk,Normal Truck,morning,6.33,26.79,59.85,25.45,943,0,22.45,0.8,0.0,0.9086,1,High
Dairy,Normal Truck,morning,3.27,42.32,92.44,40.2,383,0,36.2,0.7,0.0,0.7997,1,High
Vegetables,Normal Truck,night,25.62,15.56,68.85,14.78,224,0,8.78,0.5,0.0,0.8608,1,High
Fruits,Normal Truck,evening,27.12,28.3,47.79,26.89,565,0,19.39,0.4,0.0,0.8524,1,High
Eggs,Refrigerated Truck,afternoon,29.3,42.66,42.34,5.3,609,1,1.8,0.6,0.75,0.5071,1,Medium
Meat,Normal Truck,morning,27.62,31.18,51.62,29.62,483,0,29.62,0.9,0.0,1.0,1,High
Milk,Refrigerated Truck,afternoon,29.96,19.99,75.36,4.67,597,1,1.67,0.8,0.75,0.5646,1,Medium
Fish,Refrigerated Truck,evening,13.24,27.35,53.75,6.91,950,1,5.91,0.95,0.75,0.5979,1,Medium
Meat,Frozen Container,morning,11.56,22.39,66.13,-0.1,442,1,0.1,0.9,0.95,0.4468,0,Medium
Dairy,Frozen Container,morning,15.14,21.04,91.94,3.78,859,1,0.22,0.7,0.95,0.4793,0,Medium
Dairy,Normal Truck,morning,25.3,22.73,82.86,21.59,940,0,17.59,0.7,0.0,1.0,1,High
Eggs,Frozen Container,afternoon,14.13,27.9,44.69,0.85,850,1,2.65,0.6,0.95,0.3905,0,Medium
Meat,Normal Truck,evening,5.89,27.73,91.66,26.34,328,0,26.34,0.9,0.0,0.9507,1,High
Fruits,Normal Truck,evening,20.98,20.23,88.2,19.22,563,0,11.72,0.4,0.0,0.8611,1,High
Fish,Normal Truck,evening,25.74,19.42,42.01,18.45,937,0,17.45,0.95,0.0,1.0,1,High
Fruits,Normal Truck,afternoon,12.26,23.01,77.15,21.86,230,0,14.36,0.4,0.0,0.8032,1,High
Eggs,Normal Truck,afternoon,2.76,34.99,77.03,33.24,60,0,29.74,0.6,0.0,0.9,1,High
Fish,Frozen Container,night,4.84,19.7,65.59,-3.1,994,1,4.1,0.95,0.95,0.4952,0,Medium
Milk,Refrigerated Truck,night,25.58,26.77,94.08,5.99,925,1,2.99,0.8,0.75,0.6044,1,High
Eggs,Refrigerated Truck,afternoon,17.72,41.99,42.99,3.02,738,1,0.48,0.6,0.75,0.4447,0,Medium
